C20911	高德地图	高德地图---中国专业的手机地图，超过5亿用户正在使用！高德地图拥有全面精准的地点信息，特色语音导航、智能路线规划；省流量、耗电低、空间占用小、体验流畅，是您贴心的生活助手！   智能路线规划 -语音搜索轻松查询路线，出行再无忧 -超强公交规划能力，优质路线唾手可得 -步行规划再升级，室内室外全程规划直达目的地  精	C3403:高德导航,C9913:凯立德导航,C2212:腾讯地图,C10454638:优步车主端,C60394:地图,C10309974:滴滴专车司机端,C10197265:滴滴打车司机端,C3382:百度地图,C10099655:铁路12306,C121553:WPS Office,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C5206	美团团购	金榜斗地主精选贵族系统让您享尽特权。缤纷节日任务好礼送不停！让您马上赚大钱！不耗手机流量免费玩！10多种玩法绝不枯燥，史上最强的电脑人工智能让你享受与高手对战的快感和★★开房赢话费大奖★★的惊喜！千万斗地主玩家的首选，游戏大小只有4M，下载方便省流量，赶紧下载来玩！	C9136:唯品会,C21976:UC浏览器,C10220136:QQ音乐,C5373:支付宝,C20252:京东,C10116109:百度糯米,C29156:腾讯视频,C6023:美图秀秀,C10281112:捕鱼达人千炮版,C32569:优酷,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10067631	华为手机服务	华为手机服务:激活华为会员，立享精彩权益！ 更新到手机服务最新版本、免费激活会员，立享高级专属售后服务特权、VIP客服热线，还有160G免费空间、海量衣食住行礼包、华为商城优惠券等你抢！ “手机服务”为华为终端用户提供一站式售后服务，集成华为会员、在线寄修、预约维修、在线客服等十多项丰富的在线服务，旨在为亿万华为终端用户提供优质、省心、快捷的服务。 主要	C10132067:华为帐号,C10055832:华为文件管理,C10200687:视频,C10168550:亲情关怀,C66323:华为备份,C10060708:华为支付,C10207207:华为云服务,C10085602:花粉俱乐部,C10021449:音乐,C10217244:华为钱包,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C10529718	创业云测	创业云测评app是创业者自我认知和团队打造的利器。可以让创业者快速而深刻的了解到自己的性格特征和天赋优势，并能准确找到自己在创业团队中的位置和努力的方向。认识自我，发展团队，创业云测评app助你一臂之力。	C5341:网易公开课,C10082485:名片全能王,C174391:百度云,C10069955:千牛,C121553:WPS Office,C10113015:作业帮,C10468129:播呀FM,C10395884:镖狮,C10191382:小猿搜题,C10208807:驾校一点通,C121553:WPS Office,C381:网易有道词典,C174391:百度云,C5458:驾考宝典,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10191382:小猿搜题,C10082485:名片全能王,C10208807:驾校一点通,
C10200687	视频	华为视频是华为手机上内置的系统视频播放器，旨在为用户提供一站式的视频体验服务。无需安装第三方视频软件，即可享受来自互联网的海量视频资源。欢乐颂、武神赵子龙、四大名助、我们相爱吧2、一路上有你等热门影视综艺一网打尽  亮点介绍 【在线视频】热门视频、海量美剧与大洋彼岸同享精彩剧集 【视频悬浮窗】悬浮窗设计，聊天看剧同步进行； 【智	C10055832:华为文件管理,C10067631:华为手机服务,C10132067:华为帐号,C10168550:亲情关怀,C10021449:音乐,C10060708:华为支付,C66323:华为备份,C10207207:华为云服务,C10085602:花粉俱乐部,C10217244:华为钱包,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C32569:优酷,C20960:搜狐视频,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C32569	优酷	“健康下城”是杭州市下城区卫生局官方推出的手机应用软件，旨在医院现有服务基础上简化就医流程，减少就医等候时间，方便患者就医，改善患者就医体验，提高患者就医满意度。  客户端主要功能： 【孕妇保健】患者使用相关工具自测预产期，并可以查看怀孕期间注意事项、记录孕检时间、查询孕检报告，避免孕妇怀孕期间外出带来的不便。 【幼儿保健】方便患者实	C9136:唯品会,C5206:美团团购,C29156:腾讯视频,C21976:UC浏览器,C20960:搜狐视频,C53424:土豆视频,C3466:酷狗音乐,C10220136:QQ音乐,C10132452:芒果TV,C2002:爱奇艺,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C32569:优酷,C20960:搜狐视频,C29156:腾讯视频,C290:酷我音乐,C10220136:QQ音乐,C2068:多米音乐,C10162466:爱看4G视频,
C147735	穿衣助手-女神必备搭配	穿衣助手-女神必备搭配:【618年中大促】——猛料：618年中大促，当季流行单品等你来，优惠力度更是大到让你想不到，更有幸运大转盘，迪士尼门票大奖等你拿哦！  穿衣助手—每天成功为五千万女性解决穿衣搭配烦恼！  1、定制搭配、专业身形偏好测试，给你更个性化的穿衣建议！  2、明天穿什么 根据不同的城市，不同的天气，推荐适合你的搭配！ <br	C10382295:搭配,C10055524:美妆心得,C136693:明星衣橱,C10176158:每日新款,C10209620:抹茶美妆,C10473213:发型脸型搭配,C10284106:美丽说,C10273908:有范,C104023:堆糖,C10229445:半糖,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10532314	擦火	【内容提要】 “擦火APP”： 以精选的目的地为旅行及生活的中心，辐射至周边300公里为半径的人群； 以“擦火巴士”为主要交通行走方式，打造从A点（城市）到B点（目的地）的垂直线路，全程贴心服务，让你“旅游直通，玩得轻松”； 整个旅行行走过程通过手机移动端设备实现一键式服务，让你省时、省力、省心。 【线路】 不同的线路产品	C10186188:车来了,C10309974:滴滴专车司机端,C3382:百度地图,C12192:同程旅游,C5157:携程旅行,C262:去哪儿旅行,C10210:易到用车,C20911:高德地图,C5745:天翼导航,C10047107:滴滴出行,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10297841	波波网	一、	主要功能 波波网是中国领先、会员数量多活跃度高的专业美发人士手机应用。 通过波波网APP，您可以分享作品与百万发型师同行交流，了解最新的流行动向；可以获得最新的行业资讯，遍览全球时尚大片；可以以最优惠的价格购买学院课程以及专业产品。 通过波波网APP，您可以尽情展示自己的才华，轻松进行自我营销推广，留住老客同时拓展新客源，强大的接单功	C10219361:发界,C10394044:美发课堂,C10368506:博卡S3员工,C10225349:简拼,C10016440:指划修图 Snap…,C10285679:映客直播,C10204517:MIX,C33455:快手,C10199294:探探,C181436:小影,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10360463	车有道	车有道，中国首款互助出行的互联网车生活APP平台。车有道提供的手机交通广播电台，能在全国范围内为司机与乘客提供及时、准确的实时交通路况信息。用户也可以在路上听喜欢的广播、与喜欢的人聊天、跟喜欢的人相识，让出行的心情更轻松。  【主要功能】 实时路况：为车主及乘客提供实时、准确的路况信息，提前预知路况，正确选择出行路线，提前到达目的地。<br	C262:去哪儿旅行,C10099655:铁路12306,C5157:携程旅行,C3382:百度地图,C20911:高德地图,C10017070:高铁管家,C10210:易到用车,C39196:艺龙旅行,C10239309:优步 - Uber,C10047107:滴滴出行,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10269808	车蚂蚁	车蚂蚁.让出行更省心 车蚂蚁APP是由国内领先的互联网新车险公司——车蚂蚁设计开发。车主可以使用车蚂蚁APP，解决用车、开车过程中遇到的所有麻烦： 汽车保养、美容、维修不知道到底要做什么？车蚂蚁APP线上出方案，精准匹配，拒绝过度消费； 车险每次都要买全险？车蚂蚁APP根据您历年用车情况，给您最优车险方案，不再花冤枉钱，买多余险种； 	C10158471:车点点,C10153759:典典养车,C10437457:精真估二手车,C10537957:北京交警,C7687:豆果美食,C10020407:汽车报价大全,C3386:汽车之家,C10315005:华为生活服务,C10289451:饿了么,C10026044:58同城,C10026044:58同城,C3386:汽车之家,C168951:车轮查违章全国…,C10289451:饿了么,C10315005:华为生活服务,C1952: 赶集生活,C10020407:汽车报价大全,C30243:猫眼电影,C7687:豆果美食,C10176900:58违章查询,
C10441043	保利开门	保利开门:此应用定位是为保利物业提供社区生活服务管理的平台，物业人员可以及时接收、分派业主的报事单，并跟进、完成相应的工作任务；完成其他相关物业管理工作。让物业管理工作更加高效便捷，工作流程更加清晰简单，数据信息更加实时准确。 主要功能： 1.客户报事——业主报事单管理 2.业务办理——业主业务办理管理 3.内部报事——物业内部员工报事单管理<	C174391:百度云,C121553:WPS Office,C10468129:播呀FM,C10100747:百度翻译,C10068705:扫描全能王,C10395884:镖狮,C10113015:作业帮,C188770:车轮考驾照驾校…,C10208807:驾校一点通,C5458:驾考宝典,C121553:WPS Office,C381:网易有道词典,C174391:百度云,C5458:驾考宝典,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10191382:小猿搜题,C10082485:名片全能王,C10208807:驾校一点通,
C10539150	宝融e家	宝融e家是宝融智慧社区的一款O2O应用平台。宝融e家以宝融智慧社区为根本，依托7.3亿城市社区入口，6.8亿移动用户，紧紧贴近市场需求，深入了解用户刚性需求，用“实体商家+互联网+优质服务”多方位拴住用户！       该平台采用线下导流,线上经营,线下配送的电商新模式，为客户提供温馨服务，快捷配送，为全国城乡社区居民提供便民、惠民、利民、乐民的生活服	C10059940:微店,C57804:天猫,C5165:1号店,C10608:大众点评,C10059344:亚马逊购物,C34075:手机淘宝,C10336398:阿里巴巴,C10049053:华为商城,C5206:美团团购,C9136:唯品会,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10339148	爱学贷	爱学贷是深受欢迎的大学生信用分期平台。是中国银行、招商银行以及平安银行唯一战略合作伙伴，提供安全便捷的数码、服饰、美妆、旅游等的分期服务。大学生凭学生证可分期购物、取现，全场正品，顺丰包邮。 大学生分期团购节盛大开幕，真免息，价更低，任你比！作为Apple唯一授权经销商，iPhone 6s降至4177，闪电送；3000元现金免息，秒到账。还可领取111	C10383022:学贷宝,C10225626:U族,C10339296:零零期分期,C10199299:先花花,C10256728:名校贷,C10250321:零用金,C10279354:优分期,C10276802:靠谱鸟贷款,C10243059:分期管家,C10412930:分期安妮,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10370422	爱尚康	爱尚康是一款生活类应用，我们力争成为您的生活助手，为您量身制定专属的生活方式。 1、上传您的健康数据，您的 医生会根据这些数据给您专业的健康指导。 2、添加家人数据，随时关注远方亲人的健康状况。 3、如果您与恩福合作 的医院进行咨询，医生会与您进行零距离的交流，密切关注您的健康，当您的身体有所不适的时候，医生会主动与您 沟	C10131836:华为穿戴,C10201280:平安好医生,C10013947:美柚,C43237:宝宝树孕育,C10058505:每日瑜伽,C10414356:药房网商城,C10274914:Keep,C191426:亲宝宝,C110000:好大夫在线-免…,C10414141:运动健康,C10131836:华为穿戴,C10013947:美柚,C10414141:运动健康,C25050:春雨医生,C10144837:悦动圈跑步,C134730:咕咚,C35918:大姨吗,C10201280:平安好医生,C10274914:Keep,C43237:宝宝树孕育,
C10488347	阿福种田	阿福种田APP是上海市农业生产资料有限公司全资子公司——上海上农网电子商务有限公司独立开发的应用软件，致力于解决农民在种植生产中所遇到的各类问题并提供一揽子的解决方案；为基层农化服务商提供信息展示平台；使农民、农化服务商、经销厂商之间的联系更为紧密。	C10426892:百词斩,C10068705:扫描全能王,C10082485:名片全能王,C121553:WPS Office,C10113015:作业帮,C10069955:千牛,C5458:驾考宝典,C10087276:儿歌多多,C174391:百度云,C10468129:播呀FM,C121553:WPS Office,C381:网易有道词典,C174391:百度云,C5458:驾考宝典,C10113015:作业帮,C6468:金山词霸,C10068705:扫描全能王,C10191382:小猿搜题,C10082485:名片全能王,C10208807:驾校一点通,
C10480904	V视觉诊室	《爸爸去哪儿》是一档明星亲子生存体验节目，这档名人代际沟通纪实节目将创新视角对准亲子关系，五位明星爸爸跟自己的子女进行72小时的乡村体验真人秀。目前，《爸爸去哪儿》第二季强势回归，全新五组明星家庭：吴镇宇，黄磊，陆毅，曹格，杨威和他们的萌宝贝带你欢笑整个暑期长假。 爸爸去哪儿第二季看点：Grace贪吃堪比王诗龄 “囧萌”姐姐看点多，古惑仔转型居家萌爸惹	C10201280:平安好医生,C43237:宝宝树孕育,C110000:好大夫在线-免…,C35918:大姨吗,C134730:咕咚,C10274914:Keep,C10523747:快快,C10359831:爱医,C10209256:动动,C10414141:运动健康,C10131836:华为穿戴,C10013947:美柚,C10414141:运动健康,C25050:春雨医生,C10144837:悦动圈跑步,C134730:咕咚,C35918:大姨吗,C10201280:平安好医生,C10274914:Keep,C43237:宝宝树孕育,
C10046546	91通讯录	明星问答TFBoys:到底谁才是tfboys真正的粉丝？快快来tfboys明星问答验验真伪，更有排行榜供大家一绝高下！ 问题囊括三只的基本信息，主要作品，社会活动，各种八卦等等，同时还有各种萌图供你欣赏！ 无论你是妈妈粉，还是姐姐粉，赶紧戳进来挑战吧！！！	C10349487:和通讯录,C10237717:号簿助手,C60861:91桌面,C5439:点心桌面,C129540:搜狗号码通,C10272764:微信电话本,C10205973:微锁屏,C10128203:纹字锁屏,C26344:字体管家,C188494:魔秀桌面,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C10405418:QQ邮箱,
C10306744	AMILY	AMILY是北京美至网络科技推出的女性精致生活优选平台。 AMILY，精选线下优质服务商家，为妳挑选最安心的商家和最优秀的匠人。这一切，只为追求品质生活的妳。邀妳与AMILY一起，探寻美好。  我们向用户推荐： - 走心选品：门店故事、匠人介绍，诚意推荐优质美丽服务商家 - 体验无忧：在线闪电预约，专属客服全程服务，绝无消费隐患	C10116109:百度糯米,C10016493:国美在线,C10049053:华为商城,C34075:手机淘宝,C41277:苏宁易购,C8618:当当,C5206:美团团购,C10087742:闲鱼,C10059344:亚马逊购物,C9136:唯品会,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
C10390909	Beetimes	Beetimes是一款专注为中国4200万大学生提供社会实践机会、并提供社会实践换商品的新兴互联网兼职产品。充分利用大数据技术把众多社会实践机会和学生的碎片时间进行精准匹配，在丰富社会阅历的同时，还可获取积分和报酬，兑现小小心愿，深受大学生们的喜爱。（暂只支持全国联通、电信及重庆移动手机用户注册）	C21976:UC浏览器,C6014423:Google 键盘,C10057661:Google Play …,C10067631:华为手机服务,C27162:华为应用市场,C31346:手机百度,C36902:WiFi万能钥匙,C10059090:华为游戏中心,C10085410:天翼云,C66323:华为备份,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C10207207:华为云服务,C20679:QQ浏览器,C10059090:华为游戏中心,C10132067:华为帐号,
C10441199	More	More平台网罗了包括辣妈意见领袖、早教老师、童星、儿童造型师、摄影师等在内的各领域资源，并通过官方经纪人，与专业商家、品牌、电影公司对接合作，让孩子获得更多的锻炼和成长机会，并且通过互联网实现个人品牌的打造和价值变现。  【颜值时代，潮萌属性就能赚】 出名要趁早。不是明星没关系，只要卖得了萌，赶得上潮，距离人生巅峰只有一步之遥。 <	C10236134:逗拍,C10391121:初页,C2590:相机360,C178302:美颜相机,C10520808:天天P图,C10159988:in,C6023:美图秀秀,C10435311:Faceu,C33455:快手,C181436:小影,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:相机360,C303:百度魔图,C10159988:in,C10435311:Faceu,C181436:小影,C10304030:小咖秀,
C10358418	e健康	e健康是由业内著名的健康管理平台开发商--杭州希和信息技术有限公司研发的。 是一款便捷、实用、专业的健康类手机应用  主要功能点： 体检报告——掌上实时查询体检报告，并由专业医生提供全面的分析、和精准的解读 问卷量表——远程提交自身数据，完善健康档案，长期跟踪身体状况并提供优化方案 健康评估——大数据计算，根据权威的数据模	C10245606:体检宝,C43237:宝宝树孕育,C10414356:药房网商城,C10274914:Keep,C10205511:美趣减肥瘦身,C10281230:就爱广场舞,C10201280:平安好医生,C10013947:美柚,C10209256:动动,C10414141:运动健康,C10131836:华为穿戴,C10013947:美柚,C10414141:运动健康,C25050:春雨医生,C10144837:悦动圈跑步,C134730:咕咚,C35918:大姨吗,C10201280:平安好医生,C10274914:Keep,C43237:宝宝树孕育,
C10158790	e同说法	“e同说法”是苏州市法宣办、苏州市司法局为服务民众推出的一款普法app,包含了法律法规查询、法律问题咨询等功能，还可定位查找苏州市范围内的法律援助中心、律师事务所、公证处、基层法律服务所、司法鉴定机构等法律服务机构，更可以参与每日法律问答积分换话费活动。快快下载安装“您身边的法律顾问”吧~	C7687:豆果美食,C10315005:华为生活服务,C10289451:饿了么,C3386:汽车之家,C10026044:58同城,C10327682:猎律网,C10044918:淘票票,C30243:猫眼电影,C22553:掌上链家,C10437457:精真估二手车,C10026044:58同城,C3386:汽车之家,C168951:车轮查违章全国…,C10289451:饿了么,C10315005:华为生活服务,C1952: 赶集生活,C10020407:汽车报价大全,C30243:猫眼电影,C7687:豆果美食,C10176900:58违章查询,
C10304630	同城赚米	同城赚米，一款能帮助商户精准营销的平台，同城赚米，一款能让用户闲暇挣外快的平台，同城赚米，一款针对同城吃喝玩乐的平台等，同城赚米，功能强大的令你窒息，一款能让用户闲暇挣外快的平台，同城赚米，一款能让用户闲暇挣外快的平台，同城赚米	C10423929:赚钱糯米狗,C10228985:妈妈聊天赚米,C10253243:随手赚,C10338812:赚点,C10283283:闲侠拍立赚,C10481224:来赚,C10444077:躺赚,C10426799:玩赚红包,C10411571:拍得利赚钱,C10477891:赚钱-赚钱狗,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:京东,C9136:唯品会,C2217:我查查,C10116109:百度糯米,C10284106:美丽说,
